,device,dataset_name,epochs,batch_size,num_train_samples,num_test_samples,total_train_time,time_per_epoch,model
0,NVIDIA GeForce RTX 3080 Laptop GPU,cifar10,10,32,50016,10016,29.622,2.962,TinyVGG
