,device,dataset_name,epochs,batch_size,num_train_samples,num_test_samples,total_train_time,time_per_epoch,model
0,NVIDIA GeForce RTX 3080 Laptop GPU,food101,5,32,75776,25280,552.716,110.543,EfficientNetB0_feature_extract
